index,published,keyword,domain,language,valid,title,description,url,image,archive,content,quote,de,en,la,added
810c948dd6e3859c315ec33898a8fda7,2026-09-03T05:14:10Z,'Gewitter',www.n-tv.de,de,0.9,Teure Gewitter : Diese Versicherungen bieten den besten Schutz vor Blitz- und Überspannungsschäden,"Rechnerisch alle drei Minuten registrieren Deutschlands Versicherer einen Blitz- oder Überspannungsschaden. Doch längst nicht jede Police zahlt in vollem Umfang. Franke und Bornberg zeigt, welche Hausrat- und Wohngebäudetarife am besten leisten.",https://www.n-tv.de/ratgeber/Diese-Versicherungen-bieten-den-besten-Schutz-vor-Blitz-und-Ueberspannungsschaeden-id31239182.html,https://www.n-tv.de/img/3433782/1499932957/Img_16_9/1200/image.jpg,,"Krachbumm, da schlägt der Blitz ein. Mit intaktem Blitzschutz droht während eines Gewitters zumindest unter der Dusche keine Gefahr. 
Rechnerisch alle drei Minuten registrieren Deutschlands Versiche… [+7978 chars]",,"Teure Gewitter : Diese Versicherungen bieten den besten Schutz vor Blitz- und Überspannungsschäden. Rechnerisch alle drei Minuten registrieren Deutschlands Versicherer einen Blitz- oder Überspannungsschaden. Doch längst nicht jede Police zahlt in vollem Umfang. Franke und Bornberg zeigt, welche Hausrat- und Wohngebäudetarife am besten leisten.",Expensive thunderstorms: These insurance policies offer the best protection against lightning and surge damage. Germany's insurers record lightning or surge damage every three minutes. But not every policy pays in full. Franke and Bornberg shows which household contents and residential building tariffs perform best.,Tonitruum pretiosa: hae initis initis optimam tutelam contra fulgurum et aestus damnum offerunt. Germaniae insurers notant fulgura vel aestus damnum singulis tribus momentis. Sed non omne consilium persolvit. Franke et Bornberg ostendit quae domestici contenta et loca residentialia portoriis optime praestant.,2026-09-05 01:48:47+00:00
177b0667fbae4c5e179133441ade0dae,2026-09-06T03:01:00Z,'+Hagel -CDU',www.nzz.ch,de,0.8,"«Die Zahl der Schadensmeldungen ist beispiellos», sagt der Fahrzeugexperte im Hagel-Drive-in. Die Unwetterfolgen dürften Hunderte Millionen Franken kosten",Nach dem zerstörerischen Hagelsturm über dem Kanton Zürich arbeiten die Versicherungen am Anschlag. Im Schadenszentrum zeigt sich: Für manche Betroffene ging mehr kaputt als nur ein Auto.,https://www.nzz.ch/zuerich/hagel-drive-in-in-seuzach-schaeden-an-autos-in-millionenhoehe-ld.10021910,"https://img-msp-prod.nzz.ch/2026/09/04/4d392c2d-414e-4d2a-9bee-2acd1bc526a8.jpg?width=1200&height=675&fit=bounds&quality=75&auto=webp&crop=2048,1152,x0,y0&wmark=nzz",http://web.archive.org/web/20260907114151/https://www.nzz.ch/zuerich/hagel-drive-in-in-seuzach-schaeden-an-autos-in-millionenhoehe-ld.10021910,"Nach dem zerstörerischen Hagelsturm über dem Kanton Zürich arbeiten die Versicherungen am Anschlag. Im Schadenszentrum zeigt sich: Für manche Betroffene ging mehr kaputt als nur ein Auto.
Vincenzo T… [+7210 chars]",,"«Die Zahl der Schadensmeldungen ist beispiellos», sagt der Fahrzeugexperte im Hagel-Drive-in. Die Unwetterfolgen dürften Hunderte Millionen Franken kosten. Nach dem zerstörerischen Hagelsturm über dem Kanton Zürich arbeiten die Versicherungen am Anschlag. Im Schadenszentrum zeigt sich: Für manche Betroffene ging mehr kaputt als nur ein Auto.","“The number of damage reports is unprecedented,” says the vehicle expert at the hail drive-in. The consequences of the storm are likely to cost hundreds of millions of francs. After the destructive hailstorm over the canton of Zurich, insurance companies are working on the attack. The damage center shows that for some of those affected, more than just a car was broken.","""Numerus damnorum nuntiationum inusitatus est"", dicit vehiculum peritum grandinis in autocineto. Tempestatem consecutiones centena milia francorum constare verisimile est. Post grandinem perniciosissimum pagum Tiguri, societates assecurationes in oppugnatione laborant. Centrum damnum ostendit aliquot ex iis qui affecti sunt, plus quam iustus autocinetum fractum esse.",2026-09-08 01:51:49+00:00
6421e012a944b3709bf6bc5f97ad4e96,2026-09-01T02:00:16Z,'+Hagel -CDU',www.zeit.de,de,0.8,"Sturm, Hagel, Überschwemmungen: Versicher erwarten eher niedrige Naturkatastrophenschäden","Hier finden Sie Informationen zu dem Thema „Sturm, Hagel, Überschwemmungen“. Lesen Sie jetzt „Versicherer erwarten eher niedrige Naturkatastrophenschäden“.",https://www.zeit.de/news/2026-09/01/versicher-erwarten-eher-niedrige-naturkatastrophenschaeden,https://img.zeit.de/news/2026-09/01/versicher-erwarten-eher-niedrige-naturkatastrophenschaeden-image-group/wide__1300x731,,"Dank ausgebliebener schwerer Winterstürme erwarten die deutschen Versicherer in diesem Jahr unterdurchschnittliche Schäden durch Naturkatastrophen. Sturm, Hagel, Starkregen und Überschwemmung verursa… [+1744 chars]",,"Sturm, Hagel, Überschwemmungen: Versicher erwarten eher niedrige Naturkatastrophenschäden. Hier finden Sie Informationen zu dem Thema „Sturm, Hagel, Überschwemmungen“. Lesen Sie jetzt „Versicherer erwarten eher niedrige Naturkatastrophenschäden“.","Storms, hail, floods: Insurers expect natural catastrophe losses to be relatively low. Here you will find information on the topic of “storms, hail, floods”. Now read “Insurers expect natural catastrophe losses to be relatively low”.","Procellae, salvete, flumina: Insurers exspectent calamitates naturalis calamitates se esse humiles. Hic reperies in argumento ""procellae, grandinis, diluvii"". Nunc legitur ""Insurers calamitates naturales exspectant se humiles esse"".",2026-09-08 09:15:02+00:00
31c19f1d4da102920a30bfc87f17c0d2,2026-09-01T02:02:38Z,'+Hagel -CDU',www.tagesspiegel.de,de,0.8,"Sturm, Hagel, Überschwemmungen: Versicher erwarten eher niedrige Naturkatastrophenschäden","Hitze und Trockenheit haben den Klimawandel wieder zum größeren Thema gemacht. Die tatsächlichen Naturkatastrophenschäden sind bisher unterdurchschnittlich. Glück gehabt, sagen die Versicherer.",https://www.tagesspiegel.de/wirtschaft/sturm-hagel-uberschwemmungen-versicher-erwarten-eher-niedrige-naturkatastrophenschaden-16001695.html,https://www.tagesspiegel.de/images/16001694/alternates/BASE_16_9_W1400/1788228159000/unwetter.jpeg,,"Dank ausgebliebener schwerer Winterstürme erwarten die deutschen Versicherer in diesem Jahr unterdurchschnittliche Schäden durch Naturkatastrophen. Sturm, Hagel, Starkregen und Überschwemmung verursa… [+1763 chars]",,"Sturm, Hagel, Überschwemmungen: Versicher erwarten eher niedrige Naturkatastrophenschäden. Hitze und Trockenheit haben den Klimawandel wieder zum größeren Thema gemacht. Die tatsächlichen Naturkatastrophenschäden sind bisher unterdurchschnittlich. Glück gehabt, sagen die Versicherer.","Storms, hail, floods: Insurers expect natural catastrophe losses to be relatively low. Heat and drought have made climate change a bigger issue again. The actual natural catastrophe losses have so far been below average. Lucky, say the insurers.","Procellae, salvete, flumina: Insurers exspectent calamitates naturalis calamitates se esse humiles. Calor et siccitas caeli mutationem maiorem rursus fluxum fecerunt. Damna actualis calamitatis naturalis tam longe infra mediocris fuerunt. Felix, insurers dic.",2026-09-08 09:15:02+00:00
b9b8e1f0b4221965384e73b74447a0b7,2026-09-01T07:12:54Z,'+Hagel -CDU',www.derstandard.at,de,0.8,"Hagel, Überflutungen und Murenabgang bei Unwetter in Salzburg",Einige Straßen und Flächen waren mit einer dicken Schicht aus Hagelkörnern bedeckt. Der Verkehr war zwischenzeitlich beeinträchtigt,https://www.derstandard.at/story/3000000337851/hagel-220berflutungen-und-murenabgang-bei-unwetter-in-salzburg,https://i.ds.at/6wSp_A/rs:fill:1200:600/plain/lido-images/2026/09/01/8463a423-9695-4d3b-984c-94ec09da96c7.jpg,,"Sie entscheiden darüber, wie Sie unsere Inhalte nutzen wollen. Ihr Gerät erlaubt uns derzeit leider nicht, die entsprechenden Optionen anzuzeigen.
Bitte deaktivieren Sie sämtliche Hard- und Software… [+180 chars]",,"Hagel, Überflutungen und Murenabgang bei Unwetter in Salzburg. Einige Straßen und Flächen waren mit einer dicken Schicht aus Hagelkörnern bedeckt. Der Verkehr war zwischenzeitlich beeinträchtigt","Hail, floods and mudslides during storms in Salzburg. Some streets and areas were covered with a thick layer of hailstones. Traffic was temporarily disrupted","Ave, inundationes et turbationes in procellis Salisburgi. Alie plateae et areae densitate grandinum iacu obductae erant. Negotiationis tempus turbato",2026-09-08 09:15:02+00:00
545c4b1f4130a4fb4a8e81c972d8123a,2026-09-03T13:45:21Z,'+Hagel -CDU',kaernten.orf.at,de,0.8,"Höhe Schäden durch Sturm, Hagel und Dürre",Das Unwetter im Metnitztal im Bezirk St. Veit/Glan hat am Montag zu zahlreichen Feuerwehreinsätzen geführt. Die Hagelversicherung rechnet mit 150.000 Euro Schaden durch Sturm und Hagel. Auch bei Dürreschäden wird von einer Rekordsumme ausgegangen.,https://kaernten.orf.at/stories/3369726/,https://ibs.orf.at/ktn?image=https%3A%2F%2Foekastatic.orf.at%2Fmims%2F2026%2F34%2F44%2Fcrops%2Fw%3D1200%2Ch%3D627%2Cq%3D75%2F3152244_master_1222144_260817_trockenste_jahr_in_messgeschichte_00_00_07_19.jpg%3Fs%3De87273db3d64121014e4739f96974a250f92ec09,http://web.archive.org/web/20260903161313/https://kaernten.orf.at/stories/3369726/,"Neben dem besonders stark betroffenen Mettnitztal wurden auch Hagel- und Sturmschäden um Friesach und im Gurktal gemeldet, sagt Hubert Gernig, Kärntner Landesleiter der österreichischen Hagelversiche… [+579 chars]",,"Höhe Schäden durch Sturm, Hagel und Dürre. Das Unwetter im Metnitztal im Bezirk St. Veit/Glan hat am Montag zu zahlreichen Feuerwehreinsätzen geführt. Die Hagelversicherung rechnet mit 150.000 Euro Schaden durch Sturm und Hagel. Auch bei Dürreschäden wird von einer Rekordsumme ausgegangen.","Extensive damage from storms, hail and drought. The storm in Metnitztal in the St. Veit/Glan district led to numerous fire brigade operations on Monday. The hail insurance expects 150,000 euros in damage from storm and hail. Drought damage is also expected to reach a record amount.","Damnum extensum a procellis, grandine et siccitate. Procella in Metnitztal in regione S. Veit/Glan ad numerosas expeditiones legionum ignis die Lunae adduxit. Grando assecurationis exspectat 15000 nummorum in damno tempestatis et grandinis. Siccitas damnum etiam expectatur ut ad summam tabulam perveniat.",2026-09-08 09:15:02+00:00
b33759f0280cb4eaf41399aeb28e63c8,2026-09-04T14:39:40Z,'+Hagel -CDU',versicherungswirtschaft-heute.de,de,0.8,Hagelsturm in der Schweiz kommt Versicherer teuer zu stehen,"Ein schweres Hagelunwetter in der Schweiz hat zu großen Schäden geführt. Allein die Allianz Suisse registrierte bislang mehr als 11.000 Schadenmeldungen an Fahrzeugen. „Die Zahl steigt weiterhin an“, teilte der Versicherer mit. Dort setzt man nun auf speziell…",https://versicherungswirtschaft-heute.de/politik-und-regulierung/2026-09-04/hagelsturm-in-der-schweiz-kommt-versicherer-teuer-zu-stehen/,https://versicherungswirtschaft-heute.de//wp-60d20-content/uploads/2026/05/Foto_Elementa_Hagel-1200x800.jpg,,Versicherer wie die Allianz warnen vor den wachsenden Risiken durch Hagelstürme (Archivbild). Bildquelle: Elementa Zentrum für NaturgefahrenEin schweres Hagelunwetter in der Schweiz hat zu großen Sch… [+626 chars],,"Hagelsturm in der Schweiz kommt Versicherer teuer zu stehen. Ein schweres Hagelunwetter in der Schweiz hat zu großen Schäden geführt. Allein die Allianz Suisse registrierte bislang mehr als 11.000 Schadenmeldungen an Fahrzeugen. „Die Zahl steigt weiterhin an“, teilte der Versicherer mit. Dort setzt man nun auf speziell…","Hailstorm in Switzerland costs insurers dearly. A severe hailstorm in Switzerland caused extensive damage. Allianz Suisse alone has so far registered more than 11,000 reports of damage to vehicles. “The number continues to rise,” said the insurer. There they are now relying on special…","Grando tempestas in Helvetia insurores carissimos constat. Gravis grandines in Helvetia magnum damnum attulit. Allianz Suisse solus in tantum plus quam 11000 relationum damnorum in vehiculis relatus est. Numerus insurgere pergit, insurer dixit. Ibi nunc specialibus freti sunt…",2026-09-08 09:15:02+00:00
a816af4bed9c6e5e462d30826c41d408,2026-09-05T03:29:00Z,'+Hagel -CDU',www.nzz.ch,de,0.8,Golfballgrosse Hagelkörner sorgen für Schäden in dreistelliger Millionenhöhe,"Die Versicherer erwarten hohe Kosten nach dem Hagelsturm. Arg getroffen hat es den Autoimporteur Amag, bei dem im Aargau offenbar rund 2500 Neuwagen beschädigt wurden.",https://www.nzz.ch/wirtschaft/golfballgrosse-hagelkoerner-sorgen-fuer-schaeden-in-dreistelliger-millionenhoehe-ld.10022339,"https://img-msp-prod.nzz.ch/2026/09/04/8f4f053e-5640-4c44-8846-f4c215a2e551.jpg?width=1200&height=675&fit=bounds&quality=75&auto=webp&crop=4508,2536,x182,y912&wmark=nzz",http://web.archive.org/web/20260906031713/https://www.nzz.ch/wirtschaft/golfballgrosse-hagelkoerner-sorgen-fuer-schaeden-in-dreistelliger-millionenhoehe-ld.10022339,"Die Versicherer erwarten hohe Kosten nach dem Hagelsturm. Arg getroffen hat es den Autoimporteur Amag, bei dem im Aargau offenbar rund 2500 Neuwagen beschädigt wurden.
Zusammenfassung
Auffällig vie… [+4688 chars]",,"Golfballgrosse Hagelkörner sorgen für Schäden in dreistelliger Millionenhöhe. Die Versicherer erwarten hohe Kosten nach dem Hagelsturm. Arg getroffen hat es den Autoimporteur Amag, bei dem im Aargau offenbar rund 2500 Neuwagen beschädigt wurden.","Hailstones the size of golf balls cause damage running into the hundreds of millions. Insurers expect high costs after the hailstorm. The car importer Amag was badly hit, with around 2,500 new cars apparently damaged in Aargau.","Grando globuli pilae pilae damnum in centenis miliones causant. Insurers magnos sumptus post grandinem expectes. Raeda importator Amag male percussus est, cum circa 2,500 currus novos in Aargau laedi videtur.",2026-09-08 09:15:02+00:00
56dcb95243ec6baaa4bf7da70f6fec7d,2026-09-01T04:51:07Z,'Gewitter',kaernten.orf.at,de,0.9,Starke Gewitter mit Sturm und Hagel,Die Gewitter mit Sturm und Hagel am Montagabend und in der Nacht auf Dienstag haben in Kärnten insgesamt zu 25 Einsätzen der Feuerwehren geführt. Am stärksten betroffen war das Metnitztal.,https://kaernten.orf.at/stories/3369286/,https://ibs.orf.at/ktn?image=https%3A%2F%2Foekastatic.orf.at%2Fmims%2F2026%2F36%2F90%2Fcrops%2Fw%3D1200%2Ch%3D627%2Cq%3D75%2F3167901_master_1228390_788780345_1759295025121517_4736351295058743444_n.jpg%3Fs%3D2ba0b8170ce0045032920e3747363121608280a1,http://web.archive.org/web/20260902014719/https://kaernten.orf.at/stories/3369286/,"In Grades fielen 64 Liter Niederschlag pro Quadratmeter. Die großen Regenmengen sorgten für überflutete Keller, der Sturm deckte auch ein Dach ab.
Die Feuerwehren mussten auch ausrücken, weil Bäume … [+20 chars]",,Starke Gewitter mit Sturm und Hagel. Die Gewitter mit Sturm und Hagel am Montagabend und in der Nacht auf Dienstag haben in Kärnten insgesamt zu 25 Einsätzen der Feuerwehren geführt. Am stärksten betroffen war das Metnitztal.,Strong thunderstorms with storms and hail. The thunderstorms with storms and hail on Monday evening and Tuesday night led to a total of 25 fire brigade operations in Carinthia. The Metnitztal was hardest hit.,Tonitrua validi cum procellis et grandine. Tonitruum cum procellis et grandinibus die Lunae vesperi et Martis nox ducitur ad totalem 25 expeditionem in Carinthia LEGIO ignis. The Metnitztal hit durissimus fuit.,2026-09-08 09:15:02+00:00
a06781f0853ea0412875e048fcfb5990,2026-09-01T12:25:36Z,'Gewitter',www.bild.de,de,0.9,Sommer-Gewitter-Bilanz 2026 - Alle 80 Sekunden ein Blitz! Wo es am meisten krachte,"Die Meteorage-Blitzbilanz zeigt: Im Sommer 2026 zuckten 97.899 Blitze über Deutschland. Erfahren Sie hier, welche Regionen und Tage besonders betroffen waren.",https://www.bild.de/leben-wissen/wissenschaft/deutschlands-wetter-bilanz-97-899-blitze-im-sommer-2026-6a96bbfd9452c5223822f7a6,"https://images.bild.de/6a96bbfd9452c5223822f7a6/adf001156602bf6cb306d43e0853b6ed,5c630a49?w=1280",,"TTS-Player überspringenArtikel weiterlesenHagel-Chaos, Starkregen, schwere Sturmböen und sogar Tornados: Der Sommer 2026 hat Deutschland mehrfach heftige Unwetter beschert. Jetzt zeigt die offizielle… [+2097 chars]",,"Sommer-Gewitter-Bilanz 2026 - Alle 80 Sekunden ein Blitz! Wo es am meisten krachte. Die Meteorage-Blitzbilanz zeigt: Im Sommer 2026 zuckten 97.899 Blitze über Deutschland. Erfahren Sie hier, welche Regionen und Tage besonders betroffen waren.","Summer thunderstorm balance 2026 - lightning every 80 seconds! Where it crashed the most. The meteorage lightning balance shows: In the summer of 2026, 97,899 lightning strikes struck over Germany. Find out here which regions and days were particularly affected.","Aestas tonitribus libra 2026 - fulgur omnis 80 seconds! Ubi crepuit maxime. Statera meteorago fulguris ostendit: Aestate anni 2026, 97,899 fulmina in Germaniam icta sunt. Hic cognosce quae regiones et dies maxime affecti sunt.",2026-09-08 09:15:02+00:00
